ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP
xpEeNwFc,Gremio,Botafogo RJ,4,0,4,0,2006-09-17,24,1.56,3.50,5.34,2006,serie-a
6wssZzE9,Sao Caetano,Sao Paulo,0,1,1,2,2006-09-20,25,3.26,3.22,2.02,2006,serie-a
by0jCD6d,Botafogo RJ,Juventude,2,1,3,0,2006-09-20,25,1.88,3.23,3.68,2006,serie-a
CvlYzcqc,Figueirense,Internacional,1,0,1,0,2006-09-20,25,2.34,3.19,2.69,2006,serie-a
Cx9EGScr,Goias,Atletico-PR,2,2,4,1,2006-09-20,25,1.81,3.31,3.87,2006,serie-a
jT7IFnDl,Corinthians,Vasco,1,1,2,1,2006-09-20,25,1.66,3.41,4.62,2006,serie-a
Kp1nDgij,Gremio,Ponte Preta,4,0,4,0,2006-09-20,25,1.42,3.89,6.65,2006,serie-a
OEixzHb3,Santos,Fluminense,1,1,2,1,2006-09-20,25,1.56,3.53,5.22,2006,serie-a
pUuoYfTF,Parana,Fortaleza,2,0,2,0,2006-09-20,25,1.47,3.75,6.21,2006,serie-a
ne1RDQs1,Santa Cruz,Palmeiras,3,2,5,0,2006-09-21,25,2.64,3.18,2.39,2006,serie-a
YicNE6Sf,Flamengo RJ,Cruzeiro,1,0,1,0,2006-09-21,25,2.19,3.17,2.96,2006,serie-a
K8aZB4CD,Atletico-PR,Sao Caetano,3,1,4,0,2006-09-23,26,1.58,3.47,5.18,2006,serie-a
tI0VCpc7,Fluminense,Fortaleza,1,3,4,2,2006-09-23,26,1.55,3.49,5.49,2006,serie-a
bFn1Q3R6,Goias,Gremio,4,0,4,0,2006-09-24,26,2.30,3.17,2.76,2006,serie-a
bi4EZ74K,Figueirense,Parana,0,1,1,2,2006-09-24,26,1.74,3.33,4.19,2006,serie-a
CbpkT5sl,Palmeiras,Sao Paulo,3,1,4,0,2006-09-24,26,3.09,3.18,2.11,2006,serie-a
hE3IYRJQ,Santos,Flamengo RJ,3,0,3,0,2006-09-24,26,1.58,3.50,5.16,2006,serie-a
jkqgSPdf,Ponte Preta,Cruzeiro,0,1,1,2,2006-09-24,26,2.10,3.21,3.11,2006,serie-a
K05AzlkE,Internacional,Corinthians,1,1,2,1,2006-09-24,26,1.92,3.22,3.53,2006,serie-a
KOmcRqC0,Vasco,Botafogo RJ,0,0,0,1,2006-09-24,26,2.22,3.17,2.91,2006,serie-a
UZfpUoSs,Santa Cruz,Juventude,1,0,1,0,2006-09-24,26,2.23,3.17,2.87,2006,serie-a
WnPDOSwT,Internacional,Parana,3,2,5,0,2006-09-30,17,1.81,3.27,3.91,2006,serie-a
YeBuKnnp,Atletico-PR,Sao Paulo,0,0,0,1,2006-09-30,17,2.41,3.14,2.64,2006,serie-a
CCPNs5ds,Parana,Ponte Preta,2,1,3,0,2006-10-04,27,1.55,3.50,5.50,2006,serie-a
hSrimRYJ,Sao Paulo,Vasco,5,1,6,0,2006-10-04,27,1.50,3.63,5.88,2006,serie-a
j3ORtPBm,Flamengo RJ,Fluminense,4,1,5,0,2006-10-04,27,2.37,3.14,2.67,2006,serie-a
pQNVuqRg,Fortaleza,Figueirense,1,1,2,1,2006-10-04,27,2.15,3.18,3.00,2006,serie-a
tvx6PNtD,Gremio,Palmeiras,2,1,3,0,2006-10-04,27,1.65,3.51,4.45,2006,serie-a
vPf9OsdJ,Juventude,Atletico-PR,3,2,5,0,2006-10-04,27,2.06,3.19,3.21,2006,serie-a
WIsenolQ,Sao Caetano,Goias,1,2,3,2,2006-10-04,27,2.29,3.16,2.78,2006,serie-a
bTRZv3t0,Botafogo RJ,Santa Cruz,3,0,3,0,2006-10-05,27,1.53,3.56,5.61,2006,serie-a
KrGrwsBC,Corinthians,Santos,0,3,3,2,2006-10-05,27,2.14,3.17,3.02,2006,serie-a
thHvvNe6,Cruzeiro,Internacional,2,1,3,0,2006-10-05,27,2.15,3.18,3.00,2006,serie-a
6aEjyLuP,Fluminense,Sao Paulo,1,2,3,2,2006-10-07,28,3.08,3.21,2.10,2006,serie-a
AXvXqDqP,Vasco,Fortaleza,2,0,2,0,2006-10-07,28,1.65,3.44,4.65,2006,serie-a
S8Fnx1QI,Ponte Preta,Juventude,3,1,4,0,2006-10-07,28,1.90,3.23,3.66,2006,serie-a
AeNJz96B,Figueirense,Botafogo RJ,1,0,1,0,2006-10-08,28,1.74,3.31,4.23,2006,serie-a
GYNFyki5,Palmeiras,Flamengo RJ,3,1,4,0,2006-10-08,28,1.82,3.29,3.91,2006,serie-a
K6U6wBMh,Goias,Corinthians,3,1,4,0,2006-10-08,28,2.09,3.21,3.08,2006,serie-a
MVQNZSLH,Santos,Gremio,1,0,1,0,2006-10-08,28,1.79,3.27,4.04,2006,serie-a
ngWbuXit,Internacional,Sao Caetano,1,0,1,0,2006-10-08,28,1.37,4.08,7.38,2006,serie-a
tGV2vi7n,Atletico-PR,Cruzeiro,1,1,2,1,2006-10-08,28,1.89,3.27,3.62,2006,serie-a
xrPBxVya,Santa Cruz,Parana,1,3,4,2,2006-10-08,28,2.37,3.15,2.68,2006,serie-a
4fGSYnyO,Cruzeiro,Fortaleza,0,0,0,1,2006-10-14,29,1.38,4.19,7.25,2006,serie-a
fJexgjMu,Sao Paulo,Juventude,5,0,5,0,2006-10-14,29,1.28,4.64,8.80,2006,serie-a
roFWX6jU,Botafogo RJ,Santos,4,3,7,0,2006-10-14,29,2.45,3.16,2.58,2006,serie-a
Y9fthAyn,Sao Caetano,Gremio,0,2,2,2,2006-10-14,29,2.75,3.17,2.29,2006,serie-a
2knclSzB,Flamengo RJ,Corinthians,3,0,3,0,2006-10-15,29,2.19,3.19,2.90,2006,serie-a
6ytNVJKq,Palmeiras,Atletico-PR,2,2,4,1,2006-10-15,29,1.68,3.42,4.47,2006,serie-a
GYqoiUjh,Internacional,Fluminense,2,0,2,0,2006-10-15,29,1.45,3.82,6.43,2006,serie-a
Obmgk8L4,Parana,Goias,1,0,1,0,2006-10-15,29,1.79,3.29,4.08,2006,serie-a
UBIgmnjH,Santa Cruz,Vasco,0,4,4,2,2006-10-15,29,2.65,3.16,2.36,2006,serie-a
Uylkjl6b,Figueirense,Ponte Preta,2,1,3,0,2006-10-15,29,1.52,3.60,5.77,2006,serie-a
0buRUwzj,Vasco,Palmeiras,3,0,3,0,2006-10-18,30,1.97,3.20,3.43,2006,serie-a
E1qVTckd,Goias,Santa Cruz,5,3,8,0,2006-10-21,30,1.25,4.89,9.34,2006,serie-a
fcMHi1s3,Ponte Preta,Internacional,0,2,2,2,2006-10-21,30,2.68,3.17,2.33,2006,serie-a
G6NDhsSd,Santos,Figueirense,2,1,3,0,2006-10-21,30,1.48,3.60,6.19,2006,serie-a
2NPPkuCF,Parana,Flamengo RJ,0,2,2,2,2006-10-22,30,1.49,3.54,6.27,2006,serie-a
dMIYmJtS,Botafogo RJ,Sao Caetano,2,1,3,0,2006-10-22,30,1.52,3.58,5.61,2006,serie-a
E150qwkq,Juventude,Fluminense,1,1,2,1,2006-10-22,30,1.66,3.44,4.56,2006,serie-a
hh44rc4k,Corinthians,Cruzeiro,1,0,1,0,2006-10-22,30,1.91,3.20,3.56,2006,serie-a
OWQLjLd9,Gremio,Sao Paulo,1,1,2,1,2006-10-22,30,2.13,3.15,3.05,2006,serie-a
pnFUlaRL,Fortaleza,Atletico-PR,3,4,7,2,2006-10-22,30,2.03,3.19,3.23,2006,serie-a
ATb9sHJe,Corinthians,Palmeiras,1,0,1,0,2006-10-25,31,2.30,3.14,2.73,2006,serie-a
2Noe5KB2,Internacional,Juventude,1,0,1,0,2006-10-26,31,1.39,3.88,7.50,2006,serie-a
bku43btF,Santa Cruz,Fortaleza,0,1,1,2,2006-10-26,31,2.27,3.14,2.82,2006,serie-a
GQka4vR8,Vasco,Flamengo RJ,3,1,4,0,2006-10-26,31,2.25,3.15,2.86,2006,serie-a
lKcDtyZ1,Fluminense,Gremio,1,2,3,2,2006-10-26,31,2.39,3.13,2.65,2006,serie-a
nFPwcdJr,Atletico-PR,Parana,4,0,4,0,2006-10-28,31,2.11,3.19,3.08,2006,serie-a
p6wC1xBR,Ponte Preta,Botafogo RJ,1,2,3,2,2006-10-28,31,2.31,3.17,2.77,2006,serie-a
rsJnezle,Goias,Cruzeiro,2,3,5,2,2006-10-28,31,1.73,3.39,4.21,2006,serie-a
UwFrdGYl,Santos,Sao Caetano,1,0,1,0,2006-10-28,31,1.23,5.11,9.53,2006,serie-a
xtv82IeL,Figueirense,Sao Paulo,0,2,2,2,2006-10-28,31,2.54,3.16,2.48,2006,serie-a
GfHfgEI7,Flamengo RJ,Santa Cruz,1,1,2,1,2006-11-01,32,1.25,5.00,8.91,2006,serie-a
hC0wIce8,Palmeiras,Goias,1,3,4,2,2006-11-01,32,1.73,3.34,4.22,2006,serie-a
OAHlFeuR,Sao Caetano,Fluminense,1,1,2,1,2006-11-01,32,2.25,3.17,2.80,2006,serie-a
QPboGyQK,Juventude,Santos,3,2,5,0,2006-11-01,32,2.36,3.17,2.65,2006,serie-a
UifHAFmr,Fortaleza,Corinthians,0,4,4,2,2006-11-01,32,2.21,3.18,2.89,2006,serie-a
W2asHHAE,Gremio,Figueirense,1,2,3,2,2006-11-01,32,1.46,3.67,6.34,2006,serie-a
x4Ijff31,Atletico-PR,Vasco,6,4,10,0,2006-11-01,32,1.87,3.24,3.67,2006,serie-a
8rgL9Z2l,Botafogo RJ,Internacional,0,1,1,2,2006-11-02,32,2.29,3.15,2.77,2006,serie-a
G8dT7DX0,Cruzeiro,Parana,2,2,4,1,2006-11-02,32,1.81,3.29,3.90,2006,serie-a
xIcP8gIf,Sao Paulo,Ponte Preta,1,1,2,1,2006-11-02,32,1.19,5.50,10.98,2006,serie-a
bXoY6Xn7,Figueirense,Juventude,1,0,1,0,2006-11-04,33,1.59,3.50,5.00,2006,serie-a
Czjx6i2D,Flamengo RJ,Atletico-PR,1,0,1,0,2006-11-04,33,2.12,3.19,3.04,2006,serie-a
4UxOTffK,Santos,Sao Paulo,0,1,1,2,2006-11-05,33,2.25,3.17,2.82,2006,serie-a
fFqeMCnf,Botafogo RJ,Fluminense,2,1,3,0,2006-11-05,33,2.10,3.18,3.08,2006,serie-a
GUX3KjH6,Corinthians,Santa Cruz,1,0,1,0,2006-11-05,33,1.22,5.17,9.81,2006,serie-a
nktmOYHs,Cruzeiro,Vasco,2,1,3,0,2006-11-05,33,2.01,3.21,3.26,2006,serie-a
ptfLSE9Q,Ponte Preta,Sao Caetano,1,2,3,2,2006-11-05,33,1.82,3.31,3.80,2006,serie-a
QwvKUzuE,Gremio,Internacional,0,1,1,2,2006-11-05,33,2.27,3.17,2.78,2006,serie-a
tCuiNhXm,Fortaleza,Goias,0,3,3,2,2006-11-05,33,2.37,3.15,2.67,2006,serie-a
xvZaLW10,Parana,Palmeiras,4,2,6,0,2006-11-05,33,1.75,3.32,4.18,2006,serie-a
8MuWNPNb,Atletico-PR,Corinthians,1,2,3,2,2006-11-08,34,1.76,3.39,4.02,2006,serie-a
OfyCIUoJ,Sao Caetano,Figueirense,3,1,4,0,2006-11-08,34,2.52,3.15,2.49,2006,serie-a
OYwKQRwt,Vasco,Parana,3,1,4,0,2006-11-08,34,1.81,3.27,3.89,2006,serie-a
p4x8JAWC,Juventude,Gremio,1,2,3,2,2006-11-08,34,2.41,3.19,2.59,2006,serie-a
QczyNqw5,Goias,Flamengo RJ,0,1,1,2,2006-11-08,34,1.74,3.38,4.10,2006,serie-a
UVtSO58h,Internacional,Santos,0,0,0,1,2006-11-08,34,1.77,3.29,4.12,2006,serie-a
z9sOPogn,Palmeiras,Fortaleza,3,0,3,0,2006-11-08,34,1.46,3.78,6.22,2006,serie-a
4lZvM3hB,Fluminense,Ponte Preta,0,0,0,1,2006-11-09,34,1.69,3.37,4.41,2006,serie-a
bBYrLN7H,Sao Paulo,Botafogo RJ,3,0,3,0,2006-11-09,34,1.38,3.97,7.20,2006,serie-a
CExmKsNN,Santa Cruz,Cruzeiro,4,1,5,0,2006-11-09,34,3.63,3.28,1.87,2006,serie-a
A3H0w5No,Vasco,Juventude,1,1,2,1,2006-11-11,35,1.55,3.62,5.27,2006,serie-a
dnEJELpo,Santos,Parana,1,0,1,0,2006-11-11,35,1.62,3.42,4.87,2006,serie-a
fwSiJ1xU,Internacional,Fortaleza,3,0,3,0,2006-11-11,35,1.26,4.70,9.54,2006,serie-a
E11UWK6T,Palmeiras,Botafogo RJ,2,1,3,0,2006-11-12,35,1.93,3.23,3.50,2006,serie-a
IZ7LYtxH,Atletico-PR,Gremio,2,3,5,2,2006-11-12,35,2.60,3.18,2.41,2006,serie-a
lfG4xPxh,Fluminense,Cruzeiro,1,0,1,0,2006-11-12,35,2.15,3.20,2.97,2006,serie-a
pM9Dz374,Ponte Preta,Flamengo RJ,3,0,3,0,2006-11-12,35,2.23,3.20,2.82,2006,serie-a
vq9HZMMA,Goias,Sao Paulo,0,2,2,2,2006-11-12,35,2.65,3.16,2.41,2006,serie-a
WI59yqhb,Figueirense,Corinthians,0,0,0,1,2006-11-12,35,2.26,3.16,2.83,2006,serie-a
zB2QX0iN,Santa Cruz,Sao Caetano,0,3,3,2,2006-11-12,35,2.26,3.19,2.81,2006,serie-a
pMVrjr7i,Corinthians,Fluminense,1,1,2,1,2006-11-18,36,1.62,3.42,4.87,2006,serie-a
rHi0RbUj,Flamengo RJ,Figueirense,0,2,2,2,2006-11-18,36,1.84,3.25,3.75,2006,serie-a
WtldSvFp,Gremio,Santa Cruz,3,1,4,0,2006-11-18,36,1.12,6.77,13.51,2006,serie-a
E1Nan06G,Parana,Internacional,1,0,1,0,2006-11-19,36,2.36,3.19,2.65,2006,serie-a
hnZjlMy4,Sao Paulo,Atletico-PR,1,1,2,1,2006-11-19,36,1.20,5.33,10.50,2006,serie-a
MRQ7pvyT,Cruzeiro,Santos,1,1,2,1,2006-11-19,36,2.21,3.22,2.85,2006,serie-a
OCUnk2Mc,Juventude,Palmeiras,3,2,5,0,2006-11-19,36,1.81,3.26,3.88,2006,serie-a
OzDZubqp,Fortaleza,Ponte Preta,1,0,1,0,2006-11-19,36,2.74,3.15,2.31,2006,serie-a
S4R3oKLM,Botafogo RJ,Goias,2,2,4,1,2006-11-19,36,1.77,3.33,4.03,2006,serie-a
WxYfmtiA,Sao Caetano,Vasco,0,1,1,2,2006-11-19,36,2.35,3.20,2.66,2006,serie-a
0YDZbwjM,Vasco,Santos,1,1,2,1,2006-11-26,37,1.96,3.21,3.42,2006,serie-a
4nUWvIbj,Botafogo RJ,Corinthians,0,0,0,1,2006-11-26,37,2.13,3.20,3.01,2006,serie-a
AqLM1u63,Sao Paulo,Cruzeiro,2,0,2,0,2006-11-26,37,1.52,3.58,5.63,2006,serie-a
dtHI2Ljc,Juventude,Fortaleza,2,2,4,1,2006-11-26,37,1.32,4.42,7.70,2006,serie-a
h8AR0aL9,Sao Caetano,Parana,0,2,2,2,2006-11-26,37,2.83,3.20,2.23,2006,serie-a
p6k6gHDq,Santa Cruz,Fluminense,1,2,3,2,2006-11-26,37,3.63,3.29,1.88,2006,serie-a
ri89hyTk,Palmeiras,Internacional,1,4,5,2,2006-11-26,37,2.29,3.20,2.73,2006,serie-a
rwTzvxEd,Gremio,Flamengo RJ,3,0,3,0,2006-11-26,37,1.46,3.70,6.42,2006,serie-a
vPCwbc5S,Goias,Ponte Preta,3,0,3,0,2006-11-26,37,1.52,3.66,5.49,2006,serie-a
Wb9VaJzG,Atletico-PR,Figueirense,1,4,5,2,2006-11-26,37,2.21,3.18,2.94,2006,serie-a
G46HjFc2,Flamengo RJ,Sao Caetano,4,1,5,0,2006-12-02,38,1.61,3.42,5.12,2006,serie-a
xE7Dierd,Internacional,Goias,1,4,5,2,2006-12-02,38,1.46,3.70,6.34,2006,serie-a
0firvcVg,Corinthians,Juventude,5,3,8,0,2006-12-03,38,1.61,3.53,4.84,2006,serie-a
8KjnwHp0,Santos,Santa Cruz,3,1,4,0,2006-12-03,38,1.17,5.64,11.79,2006,serie-a
fkxba712,Fluminense,Palmeiras,1,1,2,1,2006-12-03,38,1.92,3.25,3.50,2006,serie-a
M3hvuwGm,Cruzeiro,Botafogo RJ,3,1,4,0,2006-12-03,38,1.62,3.40,4.86,2006,serie-a
nBkjxy06,Fortaleza,Gremio,1,0,1,0,2006-12-03,38,4.09,3.32,1.75,2006,serie-a
S2z6coWE,Ponte Preta,Atletico-PR,1,1,2,1,2006-12-03,38,2.37,3.19,2.61,2006,serie-a
vu3ZuJ0s,Parana,Sao Paulo,0,0,0,1,2006-12-03,38,1.64,3.37,4.76,2006,serie-a
Yuy2bRG8,Figueirense,Vasco,0,0,0,1,2006-12-03,38,2.26,3.24,2.76,2006,serie-a
j1f7QpNi,Sao Paulo,Goias,2,0,2,0,2007-05-12,1,1.49,3.66,6.04,2007,serie-a
M5vD2sVp,Figueirense,Atletico-PR,3,6,9,2,2007-05-12,1,1.85,3.25,3.75,2007,serie-a
vRj3RQ7o,Fluminense,Cruzeiro,2,2,4,1,2007-05-12,1,2.04,3.21,3.20,2007,serie-a
6NayMMyN,America RN,Vasco,0,1,1,2,2007-05-13,1,2.36,3.15,2.67,2007,serie-a
CGrGOOi4,Flamengo RJ,Palmeiras,2,4,6,2,2007-05-13,1,1.91,3.24,3.53,2007,serie-a
KQ3uLtiT,Corinthians,Juventude,1,0,1,0,2007-05-13,1,1.70,3.33,4.47,2007,serie-a
ObAWM2MG,Parana,Gremio,3,0,3,0,2007-05-13,1,2.01,3.25,3.30,2007,serie-a
tjmKNr7A,Internacional,Botafogo RJ,2,3,5,2,2007-05-13,1,1.74,3.31,4.25,2007,serie-a
x6j7G0ap,Sport Recife,Santos,4,1,5,0,2007-05-13,1,2.29,3.18,2.78,2007,serie-a
YPqCP4xb,Atletico-MG,Nautico,2,1,3,0,2007-05-13,1,1.50,3.60,5.95,2007,serie-a
GdkBFKEj,Atletico-PR,Internacional,2,1,3,0,2007-05-19,2,2.08,3.21,3.09,2007,serie-a
OKooxO6c,Santos,America RN,2,3,5,2,2007-05-19,2,1.37,4.13,7.39,2007,serie-a
pUnsw4ii,Juventude,Parana,1,2,3,2,2007-05-19,2,1.96,3.21,3.44,2007,serie-a
APsoSwqj,Vasco,Sport Recife,3,1,4,0,2007-05-20,2,1.53,3.62,5.46,2007,serie-a
dI1AYu6M,Palmeiras,Figueirense,2,1,3,0,2007-05-20,2,1.46,3.71,6.07,2007,serie-a
E9vbZLjG,Goias,Flamengo RJ,1,3,4,2,2007-05-20,2,1.99,3.22,3.33,2007,serie-a
IsokyrM3,Botafogo RJ,Atletico-MG,2,1,3,0,2007-05-20,2,1.75,3.31,4.20,2007,serie-a
Qi6EXaLS,Gremio,Fluminense,2,0,2,0,2007-05-20,2,1.85,3.35,3.79,2007,serie-a
S0htTJTq,Nautico,Sao Paulo,1,0,1,0,2007-05-20,2,3.15,3.22,2.04,2007,serie-a
Wpkgz2yA,Cruzeiro,Corinthians,0,3,3,2,2007-05-20,2,1.79,3.28,3.95,2007,serie-a
4MBrk1j3,Fluminense,Internacional,3,0,3,0,2007-05-26,3,2.68,3.17,2.37,2007,serie-a
8A0lRcbd,America RN,Figueirense,0,1,1,2,2007-05-26,3,1.83,3.30,3.81,2007,serie-a
QVCvjsyc,Corinthians,Atletico-MG,0,0,0,1,2007-05-26,3,1.66,3.37,4.71,2007,serie-a
0l5imuLF,Gremio,Sport Recife,1,0,1,0,2007-05-27,3,1.62,3.45,4.82,2007,serie-a
4U7ruHSe,Goias,Juventude,3,1,4,0,2007-05-27,3,1.80,3.28,3.85,2007,serie-a
CWW7oJkS,Sao Paulo,Palmeiras,0,0,0,1,2007-05-27,3,2.02,3.23,3.18,2007,serie-a
d48vtcDk,Flamengo RJ,Botafogo RJ,2,2,4,1,2007-05-27,3,2.51,3.16,2.47,2007,serie-a
fB4enazM,Nautico,Vasco,2,2,4,1,2007-05-27,3,2.21,3.21,2.85,2007,serie-a
ID9zswbq,Cruzeiro,Parana,3,4,7,2,2007-05-27,3,1.91,3.20,3.47,2007,serie-a
Mc6mlL59,Atletico-PR,Santos,0,1,1,2,2007-05-27,3,1.68,3.35,4.36,2007,serie-a
2oDs2vz9,Figueirense,Goias,2,1,3,0,2007-06-02,4,1.89,3.23,3.65,2007,serie-a
lr9w3KK2,Botafogo RJ,Gremio,3,0,3,0,2007-06-02,4,1.65,3.48,4.87,2007,serie-a
rL6nvyr2,Atletico-MG,Atletico-PR,1,1,2,1,2007-06-02,4,1.86,3.25,3.68,2007,serie-a
4bJxgzce,Vasco,Fluminense,1,1,2,1,2007-06-03,4,2.02,3.24,3.25,2007,serie-a
b1GUfdSr,Sport Recife,Flamengo RJ,2,2,4,1,2007-06-03,4,2.32,3.19,2.71,2007,serie-a
d8Co1bkF,Juventude,America RN,3,0,3,0,2007-06-03,4,1.65,3.49,4.59,2007,serie-a
hOFYgGsk,Parana,Sao Paulo,0,1,1,2,2007-06-03,4,2.31,3.20,2.71,2007,serie-a
hz6faxKR,Santos,Corinthians,1,1,2,1,2007-06-03,4,2.13,3.21,3.03,2007,serie-a
zaBk0I4L,Palmeiras,Cruzeiro,1,3,4,2,2007-06-03,4,1.54,3.59,5.51,2007,serie-a
nN8shfC1,Internacional,Nautico,2,0,2,0,2007-06-04,4,1.49,3.68,5.89,2007,serie-a
dxOuFHJE,Vasco,Gremio,4,0,4,0,2007-06-09,5,1.66,3.48,4.52,2007,serie-a
IoPyGc48,Palmeiras,Botafogo RJ,1,1,2,1,2007-06-09,5,2.12,3.22,3.01,2007,serie-a
QD7oiER7,Nautico,Parana,4,4,8,1,2007-06-09,5,2.37,3.20,2.63,2007,serie-a
fVYQg7m6,Cruzeiro,Juventude,2,3,5,2,2007-06-10,5,1.58,3.49,5.19,2007,serie-a
jwtEd93m,Atletico-PR,Goias,0,3,3,2,2007-06-10,5,1.70,3.34,4.35,2007,serie-a
p0uIeTIg,Figueirense,Flamengo RJ,4,0,4,0,2007-06-10,5,2.14,3.19,3.00,2007,serie-a
S82UfmYa,Fluminense,Sport Recife,3,0,3,0,2007-06-10,5,1.60,3.50,4.88,2007,serie-a
SrXYioII,Sao Paulo,Atletico-MG,0,1,1,2,2007-06-10,5,1.50,3.64,5.80,2007,serie-a
xzxAckls,America RN,Corinthians,1,2,3,2,2007-06-10,5,2.76,3.22,2.24,2007,serie-a
YLXUhR2C,Internacional,Santos,1,0,1,0,2007-06-10,5,2.10,3.18,3.07,2007,serie-a
lpAHXEwJ,Botafogo RJ,Vasco,4,0,4,0,2007-06-14,12,2.08,3.21,3.04,2007,serie-a
lIPeB8It,Gremio,Cruzeiro,0,2,2,2,2007-06-16,6,2.41,3.20,2.60,2007,serie-a
n9wUFlAP,Flamengo RJ,Internacional,2,2,4,1,2007-06-16,6,2.32,3.20,2.74,2007,serie-a
tnywi5XO,Corinthians,Parana,0,0,0,1,2007-06-16,6,1.87,3.25,3.68,2007,serie-a
AB6K3O1O,Sport Recife,America RN,2,2,4,1,2007-06-17,6,1.71,3.36,4.33,2007,serie-a
drT39nmg,Atletico-PR,Fluminense,1,1,2,1,2007-06-17,6,1.98,3.23,3.33,2007,serie-a
EqDB5pXB,Botafogo RJ,Nautico,3,1,4,0,2007-06-17,6,1.36,4.15,7.38,2007,serie-a
hzCF44nI,Juventude,Santos,0,2,2,2,2007-06-17,6,2.28,3.23,2.74,2007,serie-a
IiUaASXn,Atletico-MG,Figueirense,4,1,5,0,2007-06-17,6,2.03,3.22,3.22,2007,serie-a
KMD76QH5,Sao Paulo,Vasco,2,0,2,0,2007-06-17,6,1.64,3.49,4.60,2007,serie-a
v7I8862a,Goias,Palmeiras,3,1,4,0,2007-06-17,6,1.93,3.24,3.50,2007,serie-a
l25O2rHU,Juventude,Figueirense,1,1,2,1,2007-06-23,7,2.06,3.19,3.30,2007,serie-a
Uu5xORnt,Parana,Sport Recife,1,0,1,0,2007-06-23,7,1.46,3.72,6.33,2007,serie-a
4bckLPWb,America RN,Fluminense,0,1,1,2,2007-06-24,7,2.90,3.21,2.19,2007,serie-a
COdgKqn5,Cruzeiro,Atletico-MG,4,2,6,0,2007-06-24,7,2.45,3.17,2.56,2007,serie-a
fXJ5J31B,Internacional,Gremio,0,2,2,2,2007-06-24,7,1.86,3.26,3.67,2007,serie-a
Q7boM5Hh,Santos,Sao Paulo,0,2,2,2,2007-06-24,7,2.30,3.18,2.76,2007,serie-a
rq9tNo2n,Palmeiras,Atletico-PR,0,2,2,2,2007-06-24,7,1.85,3.25,3.76,2007,serie-a
xd9AINGH,Nautico,Goias,0,2,2,2,2007-06-24,7,2.19,3.20,2.87,2007,serie-a
nVbpCLgo,Figueirense,Sao Paulo,0,0,0,1,2007-06-28,8,2.79,3.20,2.26,2007,serie-a
UXhZKDco,Sport Recife,Nautico,4,1,5,0,2007-06-28,8,2.09,3.24,3.05,2007,serie-a
0W9pIBs4,Santos,Gremio,0,0,0,1,2007-06-30,8,1.78,3.29,4.07,2007,serie-a
2oisJiSc,Cruzeiro,Vasco,3,1,4,0,2007-06-30,8,1.71,3.34,4.23,2007,serie-a
8OiwKXCi,America RN,Goias,0,3,3,2,2007-06-30,8,2.86,3.20,2.21,2007,serie-a
fwR5F9RM,Parana,Atletico-PR,2,2,4,1,2007-06-30,8,2.11,3.20,3.05,2007,serie-a
Q3M1GkCG,Internacional,Atletico-MG,1,1,2,1,2007-06-30,8,1.85,3.24,3.77,2007,serie-a
reakHVdA,Fluminense,Botafogo RJ,1,2,3,2,2007-06-30,8,2.86,3.18,2.21,2007,serie-a
YTP9ETtT,Corinthians,Palmeiras,0,1,1,2,2007-06-30,8,2.00,3.24,3.26,2007,serie-a
2kXuU8tG,Palmeiras,America RN,2,0,2,0,2007-07-03,9,1.31,4.37,8.07,2007,serie-a
8SXyVlR9,Gremio,Juventude,3,1,4,0,2007-07-03,9,1.48,3.67,6.17,2007,serie-a
AZIWXjsi,Figueirense,Cruzeiro,2,1,3,0,2007-07-03,9,2.19,3.14,2.95,2007,serie-a
hE6t974j,Atletico-PR,Nautico,1,1,2,1,2007-07-03,9,1.34,4.29,7.52,2007,serie-a
IqOHCtBr,Sao Paulo,Internacional,1,0,1,0,2007-07-03,9,1.56,3.50,5.30,2007,serie-a
lQHzXAdc,Fluminense,Parana,0,0,0,1,2007-07-03,9,1.98,3.25,3.32,2007,serie-a
UyZXVUB3,Goias,Botafogo RJ,1,1,2,1,2007-07-03,9,2.25,3.17,2.80,2007,serie-a
08DMB0Ql,Atletico-MG,Flamengo RJ,1,1,2,1,2007-07-04,9,1.81,3.30,3.85,2007,serie-a
8YGU9ve1,Vasco,Santos,4,0,4,0,2007-07-04,9,2.20,3.18,2.88,2007,serie-a
vaCQAKue,Sport Recife,Corinthians,2,1,3,0,2007-07-04,9,2.47,3.20,2.51,2007,serie-a
nPFY8bA7,Parana,America RN,0,1,1,2,2007-07-06,10,1.27,4.68,8.82,2007,serie-a
0xPGPJfl,Internacional,Figueirense,2,1,3,0,2007-07-07,10,1.74,3.29,4.26,2007,serie-a
4MLTW12E,Corinthians,Fluminense,1,1,2,1,2007-07-07,10,1.86,3.24,3.75,2007,serie-a
82SONcP0,Nautico,Palmeiras,0,1,1,2,2007-07-07,10,2.61,3.19,2.39,2007,serie-a
bqLXVLHK,Santos,Cruzeiro,4,1,5,0,2007-07-07,10,1.96,3.24,3.37,2007,serie-a
faOKOwAf,Juventude,Vasco,2,0,2,0,2007-07-07,10,2.12,3.20,3.03,2007,serie-a
hnIPXsm8,Atletico-MG,Gremio,0,1,1,2,2007-07-07,10,2.13,3.19,3.02,2007,serie-a
IT14Qaur,Goias,Sport Recife,3,2,5,0,2007-07-07,10,1.52,3.66,5.49,2007,serie-a
