ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP,BPTA,BGFA,BGAA,BGB,RPTA,RGFA,RGAA,RGD
tdHfTBte,Vasco,Figueirense,3,1,4,0,2006-08-24,19,1.85,3.29,3.68,2006,serie-a,2,2,2,2,0,0,0,0
ULDjUiRl,Sao Paulo,Parana,3,2,5,0,2006-08-24,19,1.61,3.47,4.86,2006,serie-a,0,2,1,2,1,0,0,0
E9F2RkB7,Santos,Goias,2,1,3,0,2006-08-26,20,1.44,3.76,6.64,2006,serie-a,0,0,0,0,1,1,1,1
jRbojZm8,Cruzeiro,Sao Caetano,3,0,3,0,2006-08-26,20,1.79,3.3,3.94,2006,serie-a,0,0,0,0,1,1,1,1
zJGbSVe1,Fluminense,Atletico-PR,1,2,3,2,2006-08-26,20,1.69,3.37,4.37,2006,serie-a,0,0,2,2,0,0,1,1
8WzxtkQ0,Fortaleza,Botafogo RJ,2,3,5,2,2006-08-27,20,1.93,3.22,3.49,2006,serie-a,2,2,2,2,1,1,1,1
MFxUsBel,Figueirense,Santa Cruz,2,0,2,0,2006-08-27,20,1.52,3.6,5.63,2006,serie-a,0,0,0,0,1,1,1,1
OvcglDIK,Parana,Juventude,0,1,1,2,2006-08-27,20,1.57,3.57,5.11,2006,serie-a,0,0,2,0,0,0,1,0
rPwQritr,Corinthians,Gremio,0,2,2,2,2006-08-27,20,1.81,3.29,3.86,2006,serie-a,2,2,2,2,1,1,1,1
UHckkg3E,Internacional,Vasco,1,2,3,2,2006-08-27,20,1.61,3.46,4.88,2006,serie-a,0,2,0,0,0,1,0,0
UuxYtVAf,Ponte Preta,Palmeiras,1,1,2,1,2006-08-27,20,2.76,3.11,2.32,2006,serie-a,2,2,2,2,0,0,0,0
xr1cmXXQ,Flamengo RJ,Sao Paulo,1,1,2,1,2006-08-27,20,2.5,3.15,2.51,2006,serie-a,2,2,0,2,0,0,0,0
4bUpvTfD,Juventude,Flamengo RJ,1,0,1,0,2006-08-30,21,1.78,3.29,4.01,2006,serie-a,0,0,1,0,1,1,0,1
C2z1p4Hn,Goias,Fluminense,3,1,4,0,2006-08-30,21,2.08,3.19,3.1,2006,serie-a,2,2,0,2,0,0,1,0
fRudop2t,Atletico-PR,Santos,2,1,3,0,2006-08-30,21,2.41,3.16,2.61,2006,serie-a,2,2,2,2,0,0,0,0
I1IS2CXD,Sao Caetano,Corinthians,0,1,1,2,2006-08-30,21,2.17,3.17,2.96,2006,serie-a,0,0,0,0,0,0,0,0
jeQtu9u7,Gremio,Cruzeiro,2,1,3,0,2006-08-30,21,2.16,3.18,2.97,2006,serie-a,0,1,2,2,1,0,0,0
jgZ4qOWh,Santa Cruz,Internacional,0,2,2,2,2006-08-30,21,2.53,3.16,2.49,2006,serie-a,2,2,2,2,1,1,1,1
pGY8rrna,Palmeiras,Figueirense,1,1,2,1,2006-08-30,21,1.64,3.42,4.65,2006,serie-a,2,2,2,2,0,0,0,0
4GuLutWH,Vasco,Ponte Preta,2,2,4,1,2006-08-31,21,1.53,3.59,5.39,2006,serie-a,0,1,0,0,0,1,0,0
QPtHtMGB,Sao Paulo,Fortaleza,1,1,2,1,2006-08-31,21,1.26,4.78,9.32,2006,serie-a,0,0,0,0,0,0,0,0
r1iCs215,Botafogo RJ,Parana,4,0,4,0,2006-08-31,21,2.34,3.17,2.7,2006,serie-a,2,2,2,2,0,0,0,0
CtqTwK0U,Flamengo RJ,Internacional,1,2,3,2,2006-09-02,22,2.41,3.13,2.63,2006,serie-a,2,2,2,2,1,1,1,1
YkpPv0oO,Cruzeiro,Figueirense,2,2,4,1,2006-09-02,22,1.75,3.37,4.02,2006,serie-a,2,0,0,0,0,0,0,0
4WTreLV4,Goias,Juventude,2,0,2,0,2006-09-03,22,1.79,3.31,3.98,2006,serie-a,2,0,2,2,0,1,0,0
j7EwbNon,Santos,Palmeiras,5,1,6,0,2006-09-03,22,1.86,3.27,3.77,2006,serie-a,0,2,0,0,1,0,1,1
jmWfhJFN,Corinthians,Ponte Preta,1,0,1,0,2006-09-03,22,1.49,3.61,5.98,2006,serie-a,2,2,0,0,0,0,1,1
OKCod1Gb,Atletico-PR,Botafogo RJ,0,5,5,2,2006-09-03,22,1.74,3.36,4.12,2006,serie-a,0,0,2,1,0,0,1,0
pUDscs1h,Sao Caetano,Fortaleza,0,0,0,1,2006-09-03,22,1.63,3.43,4.79,2006,serie-a,0,1,0,0,0,1,0,0
rNSnfuoB,Fluminense,Vasco,1,1,2,1,2006-09-03,22,2.52,3.16,2.48,2006,serie-a,2,0,2,2,0,0,0,0
x4AZb3Wu,Gremio,Parana,2,1,3,0,2006-09-03,22,1.73,3.36,4.17,2006,serie-a,0,2,0,0,1,0,1,1
xpSjga0H,Santa Cruz,Sao Paulo,1,3,4,2,2006-09-03,22,2.99,3.21,2.13,2006,serie-a,2,2,2,2,1,1,1,1
Oz19BtGo,Palmeiras,Sao Caetano,3,1,4,0,2006-09-09,23,1.57,3.52,5.19,2006,serie-a,0,0,2,2,1,1,0,0
YBLaiwVT,Ponte Preta,Santa Cruz,2,0,2,0,2006-09-09,23,1.56,3.52,5.34,2006,serie-a,0,0,2,0,1,1,0,1
zL7Rncwo,Vasco,Gremio,1,1,2,1,2006-09-09,23,2.11,3.2,3.05,2006,serie-a,2,2,2,2,0,0,0,0
2RaDA0Vi,Figueirense,Goias,2,2,4,1,2006-09-10,23,1.64,3.45,4.7,2006,serie-a,0,0,0,0,0,0,0,0
dQhM8v04,Parana,Fluminense,1,0,1,0,2006-09-10,23,1.91,3.27,3.58,2006,serie-a,0,0,0,0,1,1,1,1
jmhQ7bFA,Juventude,Cruzeiro,2,0,2,0,2006-09-10,23,1.98,3.24,3.36,2006,serie-a,2,2,0,2,0,0,1,0
nFoZ5xpN,Internacional,Atletico-PR,2,0,2,0,2006-09-10,23,1.56,3.49,5.33,2006,serie-a,0,1,0,0,1,0,1,1
pjkI9Kpb,Sao Paulo,Corinthians,0,0,0,1,2006-09-10,23,2.05,3.2,3.18,2006,serie-a,0,0,0,0,0,0,0,0
Q5pw5daT,Fortaleza,Santos,1,1,2,1,2006-09-10,23,2.96,3.2,2.17,2006,serie-a,2,2,2,2,0,0,0,0
UwiU6IUG,Botafogo RJ,Flamengo RJ,0,2,2,2,2006-09-10,23,2.19,3.18,2.91,2006,serie-a,0,0,1,0,0,0,0,0
bgFiOJai,Corinthians,Parana,1,0,1,0,2006-09-16,24,1.66,3.42,4.61,2006,serie-a,2,2,0,2,0,0,1,0
dly9azNj,Vasco,Goias,0,0,0,1,2006-09-16,24,1.8,3.3,3.98,2006,serie-a,0,0,2,0,0,0,0,0
roX40G7p,Atletico-PR,Santa Cruz,2,1,3,0,2006-09-16,24,1.38,3.95,7.34,2006,serie-a,0,0,0,0,1,1,1,1
00KFIFTS,Ponte Preta,Santos,1,0,1,0,2006-09-17,24,2.93,3.16,2.23,2006,serie-a,2,2,2,2,0,0,0,0
296sEZyp,Fortaleza,Flamengo RJ,3,4,7,2,2006-09-17,24,2.29,3.15,2.79,2006,serie-a,2,0,2,2,1,0,1,1
6wLBJeEM,Fluminense,Figueirense,2,0,2,0,2006-09-17,24,2.14,3.16,3.04,2006,serie-a,2,2,2,2,0,0,0,0
ABR2LHqA,Sao Paulo,Internacional,2,0,2,0,2006-09-17,24,2.05,3.18,3.19,2006,serie-a,0,0,2,0,1,1,0,1
hzH7KyaG,Cruzeiro,Palmeiras,1,0,1,0,2006-09-17,24,1.96,3.23,3.43,2006,serie-a,0,1,0,0,1,0,1,1
WKSbMcU3,Juventude,Sao Caetano,1,0,1,0,2006-09-17,24,1.65,3.39,4.78,2006,serie-a,0,1,0,0,1,0,1,1
xpEeNwFc,Gremio,Botafogo RJ,4,0,4,0,2006-09-17,24,1.56,3.5,5.34,2006,serie-a,0,0,2,0,1,1,0,1
6wssZzE9,Sao Caetano,Sao Paulo,0,1,1,2,2006-09-20,25,3.26,3.22,2.02,2006,serie-a,2,2,2,2,1,1,1,1
by0jCD6d,Botafogo RJ,Juventude,2,1,3,0,2006-09-20,25,1.88,3.23,3.68,2006,serie-a,2,0,2,0,0,1,0,1
CvlYzcqc,Figueirense,Internacional,1,0,1,0,2006-09-20,25,2.34,3.19,2.69,2006,serie-a,2,0,2,2,0,1,0,0
Cx9EGScr,Goias,Atletico-PR,2,2,4,1,2006-09-20,25,1.81,3.31,3.87,2006,serie-a,2,2,0,0,0,0,0,0
jT7IFnDl,Corinthians,Vasco,1,1,2,1,2006-09-20,25,1.66,3.41,4.62,2006,serie-a,2,2,0,2,0,0,0,0
Kp1nDgij,Gremio,Ponte Preta,4,0,4,0,2006-09-20,25,1.42,3.89,6.65,2006,serie-a,0,0,0,0,1,1,1,1
OEixzHb3,Santos,Fluminense,1,1,2,1,2006-09-20,25,1.56,3.53,5.22,2006,serie-a,0,0,0,0,0,0,0,0
pUuoYfTF,Parana,Fortaleza,2,0,2,0,2006-09-20,25,1.47,3.75,6.21,2006,serie-a,0,0,0,0,1,1,1,1
ne1RDQs1,Santa Cruz,Palmeiras,3,2,5,0,2006-09-21,25,2.64,3.18,2.39,2006,serie-a,2,2,2,2,0,0,0,0
YicNE6Sf,Flamengo RJ,Cruzeiro,1,0,1,0,2006-09-21,25,2.19,3.17,2.96,2006,serie-a,2,2,2,2,0,0,0,0
K8aZB4CD,Atletico-PR,Sao Caetano,3,1,4,0,2006-09-23,26,1.58,3.47,5.18,2006,serie-a,0,0,2,0,1,1,0,1
tI0VCpc7,Fluminense,Fortaleza,1,3,4,2,2006-09-23,26,1.55,3.49,5.49,2006,serie-a,0,0,0,0,0,0,0,0
bFn1Q3R6,Goias,Gremio,4,0,4,0,2006-09-24,26,2.3,3.17,2.76,2006,serie-a,2,2,2,2,0,0,0,0
bi4EZ74K,Figueirense,Parana,0,1,1,2,2006-09-24,26,1.74,3.33,4.19,2006,serie-a,2,2,2,2,1,1,1,1
CbpkT5sl,Palmeiras,Sao Paulo,3,1,4,0,2006-09-24,26,3.09,3.18,2.11,2006,serie-a,2,2,2,2,0,0,0,0
hE3IYRJQ,Santos,Flamengo RJ,3,0,3,0,2006-09-24,26,1.58,3.5,5.16,2006,serie-a,0,0,0,0,1,1,1,1
jkqgSPdf,Ponte Preta,Cruzeiro,0,1,1,2,2006-09-24,26,2.1,3.21,3.11,2006,serie-a,2,2,2,2,1,1,1,1
K05AzlkE,Internacional,Corinthians,1,1,2,1,2006-09-24,26,1.92,3.22,3.53,2006,serie-a,0,0,0,0,0,0,0,0
KOmcRqC0,Vasco,Botafogo RJ,0,0,0,1,2006-09-24,26,2.22,3.17,2.91,2006,serie-a,0,2,2,2,0,0,0,0
UZfpUoSs,Santa Cruz,Juventude,1,0,1,0,2006-09-24,26,2.23,3.17,2.87,2006,serie-a,2,0,2,2,0,1,0,0
WnPDOSwT,Internacional,Parana,3,2,5,0,2006-09-30,17,1.81,3.27,3.91,2006,serie-a,0,2,0,2,1,0,1,0
YeBuKnnp,Atletico-PR,Sao Paulo,0,0,0,1,2006-09-30,17,2.41,3.14,2.64,2006,serie-a,2,2,2,2,0,0,0,0
CCPNs5ds,Parana,Ponte Preta,2,1,3,0,2006-10-04,27,1.55,3.5,5.5,2006,serie-a,0,0,0,0,1,1,1,1
hSrimRYJ,Sao Paulo,Vasco,5,1,6,0,2006-10-04,27,1.5,3.63,5.88,2006,serie-a,0,0,0,0,1,1,1,1
j3ORtPBm,Flamengo RJ,Fluminense,4,1,5,0,2006-10-04,27,2.37,3.14,2.67,2006,serie-a,2,2,0,2,0,0,1,0
pQNVuqRg,Fortaleza,Figueirense,1,1,2,1,2006-10-04,27,2.15,3.18,3.0,2006,serie-a,2,2,2,2,0,0,0,0
tvx6PNtD,Gremio,Palmeiras,2,1,3,0,2006-10-04,27,1.65,3.51,4.45,2006,serie-a,0,0,0,0,1,1,1,1
vPf9OsdJ,Juventude,Atletico-PR,3,2,5,0,2006-10-04,27,2.06,3.19,3.21,2006,serie-a,1,2,0,1,0,0,1,0
WIsenolQ,Sao Caetano,Goias,1,2,3,2,2006-10-04,27,2.29,3.16,2.78,2006,serie-a,2,2,2,2,1,1,1,1
bTRZv3t0,Botafogo RJ,Santa Cruz,3,0,3,0,2006-10-05,27,1.53,3.56,5.61,2006,serie-a,0,0,0,0,1,1,1,1
KrGrwsBC,Corinthians,Santos,0,3,3,2,2006-10-05,27,2.14,3.17,3.02,2006,serie-a,2,2,2,2,1,1,1,1
thHvvNe6,Cruzeiro,Internacional,2,1,3,0,2006-10-05,27,2.15,3.18,3.0,2006,serie-a,2,0,1,0,0,1,0,1
6aEjyLuP,Fluminense,Sao Paulo,1,2,3,2,2006-10-07,28,3.08,3.21,2.1,2006,serie-a,2,2,2,2,1,1,1,1
AXvXqDqP,Vasco,Fortaleza,2,0,2,0,2006-10-07,28,1.65,3.44,4.65,2006,serie-a,0,0,0,0,1,1,1,1
S8Fnx1QI,Ponte Preta,Juventude,3,1,4,0,2006-10-07,28,1.9,3.23,3.66,2006,serie-a,2,0,2,2,0,1,0,0
AeNJz96B,Figueirense,Botafogo RJ,1,0,1,0,2006-10-08,28,1.74,3.31,4.23,2006,serie-a,1,1,2,2,0,0,0,0
GYNFyki5,Palmeiras,Flamengo RJ,3,1,4,0,2006-10-08,28,1.82,3.29,3.91,2006,serie-a,2,0,2,2,0,1,0,0
K6U6wBMh,Goias,Corinthians,3,1,4,0,2006-10-08,28,2.09,3.21,3.08,2006,serie-a,0,0,0,0,1,1,1,1
MVQNZSLH,Santos,Gremio,1,0,1,0,2006-10-08,28,1.79,3.27,4.04,2006,serie-a,2,2,0,0,0,0,1,1
ngWbuXit,Internacional,Sao Caetano,1,0,1,0,2006-10-08,28,1.37,4.08,7.38,2006,serie-a,0,0,0,0,1,1,1,1
tGV2vi7n,Atletico-PR,Cruzeiro,1,1,2,1,2006-10-08,28,1.89,3.27,3.62,2006,serie-a,2,2,2,2,0,0,0,0
xrPBxVya,Santa Cruz,Parana,1,3,4,2,2006-10-08,28,2.37,3.15,2.68,2006,serie-a,2,2,2,2,1,1,1,1
4fGSYnyO,Cruzeiro,Fortaleza,0,0,0,1,2006-10-14,29,1.38,4.19,7.25,2006,serie-a,0,0,0,0,0,0,0,0
fJexgjMu,Sao Paulo,Juventude,5,0,5,0,2006-10-14,29,1.28,4.64,8.8,2006,serie-a,0,0,0,0,1,1,1,1
roFWX6jU,Botafogo RJ,Santos,4,3,7,0,2006-10-14,29,2.45,3.16,2.58,2006,serie-a,2,2,2,2,0,0,0,0
Y9fthAyn,Sao Caetano,Gremio,0,2,2,2,2006-10-14,29,2.75,3.17,2.29,2006,serie-a,2,2,2,2,1,1,1,1
2knclSzB,Flamengo RJ,Corinthians,3,0,3,0,2006-10-15,29,2.19,3.19,2.9,2006,serie-a,0,0,0,0,1,1,1,1
6ytNVJKq,Palmeiras,Atletico-PR,2,2,4,1,2006-10-15,29,1.68,3.42,4.47,2006,serie-a,1,0,2,2,1,0,0,0
GYqoiUjh,Internacional,Fluminense,2,0,2,0,2006-10-15,29,1.45,3.82,6.43,2006,serie-a,0,2,0,0,1,0,1,1
Obmgk8L4,Parana,Goias,1,0,1,0,2006-10-15,29,1.79,3.29,4.08,2006,serie-a,0,0,1,0,1,1,0,1
UBIgmnjH,Santa Cruz,Vasco,0,4,4,2,2006-10-15,29,2.65,3.16,2.36,2006,serie-a,2,2,2,2,1,1,1,1
Uylkjl6b,Figueirense,Ponte Preta,2,1,3,0,2006-10-15,29,1.52,3.6,5.77,2006,serie-a,0,0,0,0,1,1,1,1
0buRUwzj,Vasco,Palmeiras,3,0,3,0,2006-10-18,30,1.97,3.2,3.43,2006,serie-a,0,2,0,0,1,0,1,1
E1qVTckd,Goias,Santa Cruz,5,3,8,0,2006-10-21,30,1.25,4.89,9.34,2006,serie-a,0,0,0,0,1,1,1,1
fcMHi1s3,Ponte Preta,Internacional,0,2,2,2,2006-10-21,30,2.68,3.17,2.33,2006,serie-a,2,2,2,2,1,1,1,1
G6NDhsSd,Santos,Figueirense,2,1,3,0,2006-10-21,30,1.48,3.6,6.19,2006,serie-a,0,0,0,0,1,1,1,1
2NPPkuCF,Parana,Flamengo RJ,0,2,2,2,2006-10-22,30,1.49,3.54,6.27,2006,serie-a,0,0,1,0,0,0,0,0
dMIYmJtS,Botafogo RJ,Sao Caetano,2,1,3,0,2006-10-22,30,1.52,3.58,5.61,2006,serie-a,0,0,0,0,1,1,1,1
E150qwkq,Juventude,Fluminense,1,1,2,1,2006-10-22,30,1.66,3.44,4.56,2006,serie-a,0,2,0,0,0,0,0,0
hh44rc4k,Corinthians,Cruzeiro,1,0,1,0,2006-10-22,30,1.91,3.2,3.56,2006,serie-a,2,2,2,2,0,0,0,0
OWQLjLd9,Gremio,Sao Paulo,1,1,2,1,2006-10-22,30,2.13,3.15,3.05,2006,serie-a,2,2,2,2,0,0,0,0
pnFUlaRL,Fortaleza,Atletico-PR,3,4,7,2,2006-10-22,30,2.03,3.19,3.23,2006,serie-a,2,2,1,2,1,1,0,1
ATb9sHJe,Corinthians,Palmeiras,1,0,1,0,2006-10-25,31,2.3,3.14,2.73,2006,serie-a,2,2,0,2,0,0,1,0
2Noe5KB2,Internacional,Juventude,1,0,1,0,2006-10-26,31,1.39,3.88,7.5,2006,serie-a,0,0,0,0,1,1,1,1
bku43btF,Santa Cruz,Fortaleza,0,1,1,2,2006-10-26,31,2.27,3.14,2.82,2006,serie-a,2,2,2,2,1,1,1,1
GQka4vR8,Vasco,Flamengo RJ,3,1,4,0,2006-10-26,31,2.25,3.15,2.86,2006,serie-a,0,0,2,0,1,1,0,1
lKcDtyZ1,Fluminense,Gremio,1,2,3,2,2006-10-26,31,2.39,3.13,2.65,2006,serie-a,2,2,2,2,1,1,1,1
nFPwcdJr,Atletico-PR,Parana,4,0,4,0,2006-10-28,31,2.11,3.19,3.08,2006,serie-a,2,2,2,2,0,0,0,0
p6wC1xBR,Ponte Preta,Botafogo RJ,1,2,3,2,2006-10-28,31,2.31,3.17,2.77,2006,serie-a,2,2,2,2,1,1,1,1
rsJnezle,Goias,Cruzeiro,2,3,5,2,2006-10-28,31,1.73,3.39,4.21,2006,serie-a,1,0,2,2,0,0,1,1
UwFrdGYl,Santos,Sao Caetano,1,0,1,0,2006-10-28,31,1.23,5.11,9.53,2006,serie-a,0,0,0,0,1,1,1,1
xtv82IeL,Figueirense,Sao Paulo,0,2,2,2,2006-10-28,31,2.54,3.16,2.48,2006,serie-a,2,2,2,2,1,1,1,1
GfHfgEI7,Flamengo RJ,Santa Cruz,1,1,2,1,2006-11-01,32,1.25,5.0,8.91,2006,serie-a,0,0,0,0,0,0,0,0
hC0wIce8,Palmeiras,Goias,1,3,4,2,2006-11-01,32,1.73,3.34,4.22,2006,serie-a,2,2,2,2,1,1,1,1
OAHlFeuR,Sao Caetano,Fluminense,1,1,2,1,2006-11-01,32,2.25,3.17,2.8,2006,serie-a,2,2,0,2,0,0,0,0
QPboGyQK,Juventude,Santos,3,2,5,0,2006-11-01,32,2.36,3.17,2.65,2006,serie-a,2,2,2,2,0,0,0,0
UifHAFmr,Fortaleza,Corinthians,0,4,4,2,2006-11-01,32,2.21,3.18,2.89,2006,serie-a,2,0,2,0,1,0,1,0
W2asHHAE,Gremio,Figueirense,1,2,3,2,2006-11-01,32,1.46,3.67,6.34,2006,serie-a,0,0,0,0,0,0,0,0
x4Ijff31,Atletico-PR,Vasco,6,4,10,0,2006-11-01,32,1.87,3.24,3.67,2006,serie-a,2,0,2,2,0,1,0,0
8rgL9Z2l,Botafogo RJ,Internacional,0,1,1,2,2006-11-02,32,2.29,3.15,2.77,2006,serie-a,2,0,2,2,1,0,1,1
G8dT7DX0,Cruzeiro,Parana,2,2,4,1,2006-11-02,32,1.81,3.29,3.9,2006,serie-a,2,2,0,0,0,0,0,0
xIcP8gIf,Sao Paulo,Ponte Preta,1,1,2,1,2006-11-02,32,1.19,5.5,10.98,2006,serie-a,0,0,0,0,0,0,0,0
bXoY6Xn7,Figueirense,Juventude,1,0,1,0,2006-11-04,33,1.59,3.5,5.0,2006,serie-a,0,0,0,0,1,1,1,1
Czjx6i2D,Flamengo RJ,Atletico-PR,1,0,1,0,2006-11-04,33,2.12,3.19,3.04,2006,serie-a,2,2,0,2,0,0,1,0
4UxOTffK,Santos,Sao Paulo,0,1,1,2,2006-11-05,33,2.25,3.17,2.82,2006,serie-a,2,2,2,2,1,1,1,1
fFqeMCnf,Botafogo RJ,Fluminense,2,1,3,0,2006-11-05,33,2.1,3.18,3.08,2006,serie-a,0,0,0,0,1,1,1,1
GUX3KjH6,Corinthians,Santa Cruz,1,0,1,0,2006-11-05,33,1.22,5.17,9.81,2006,serie-a,0,2,0,0,1,0,1,1
nktmOYHs,Cruzeiro,Vasco,2,1,3,0,2006-11-05,33,2.01,3.21,3.26,2006,serie-a,2,2,0,0,0,0,1,1
ptfLSE9Q,Ponte Preta,Sao Caetano,1,2,3,2,2006-11-05,33,1.82,3.31,3.8,2006,serie-a,0,0,2,2,0,0,1,1
QwvKUzuE,Gremio,Internacional,0,1,1,2,2006-11-05,33,2.27,3.17,2.78,2006,serie-a,2,0,2,0,1,0,1,0
tCuiNhXm,Fortaleza,Goias,0,3,3,2,2006-11-05,33,2.37,3.15,2.67,2006,serie-a,2,2,2,2,1,1,1,1
xvZaLW10,Parana,Palmeiras,4,2,6,0,2006-11-05,33,1.75,3.32,4.18,2006,serie-a,0,0,0,0,1,1,1,1
8MuWNPNb,Atletico-PR,Corinthians,1,2,3,2,2006-11-08,34,1.76,3.39,4.02,2006,serie-a,0,0,2,0,0,0,1,0
OfyCIUoJ,Sao Caetano,Figueirense,3,1,4,0,2006-11-08,34,2.52,3.15,2.49,2006,serie-a,2,2,2,2,0,0,0,0
OYwKQRwt,Vasco,Parana,3,1,4,0,2006-11-08,34,1.81,3.27,3.89,2006,serie-a,2,2,2,2,0,0,0,0
p4x8JAWC,Juventude,Gremio,1,2,3,2,2006-11-08,34,2.41,3.19,2.59,2006,serie-a,2,2,2,2,1,1,1,1
QczyNqw5,Goias,Flamengo RJ,0,1,1,2,2006-11-08,34,1.74,3.38,4.1,2006,serie-a,0,0,2,0,0,0,1,0
UVtSO58h,Internacional,Santos,0,0,0,1,2006-11-08,34,1.77,3.29,4.12,2006,serie-a,0,2,0,2,0,0,0,0
z9sOPogn,Palmeiras,Fortaleza,3,0,3,0,2006-11-08,34,1.46,3.78,6.22,2006,serie-a,0,0,2,0,1,1,0,1
4lZvM3hB,Fluminense,Ponte Preta,0,0,0,1,2006-11-09,34,1.69,3.37,4.41,2006,serie-a,0,0,0,0,0,0,0,0
bBYrLN7H,Sao Paulo,Botafogo RJ,3,0,3,0,2006-11-09,34,1.38,3.97,7.2,2006,serie-a,0,0,0,0,1,1,1,1
CExmKsNN,Santa Cruz,Cruzeiro,4,1,5,0,2006-11-09,34,3.63,3.28,1.87,2006,serie-a,2,2,2,2,0,0,0,0
A3H0w5No,Vasco,Juventude,1,1,2,1,2006-11-11,35,1.55,3.62,5.27,2006,serie-a,0,0,2,0,0,0,0,0
dnEJELpo,Santos,Parana,1,0,1,0,2006-11-11,35,1.62,3.42,4.87,2006,serie-a,0,2,0,0,1,0,1,1
fwSiJ1xU,Internacional,Fortaleza,3,0,3,0,2006-11-11,35,1.26,4.7,9.54,2006,serie-a,0,0,0,0,1,1,1,1
E11UWK6T,Palmeiras,Botafogo RJ,2,1,3,0,2006-11-12,35,1.93,3.23,3.5,2006,serie-a,2,0,2,2,0,1,0,0
IZ7LYtxH,Atletico-PR,Gremio,2,3,5,2,2006-11-12,35,2.6,3.18,2.41,2006,serie-a,2,0,2,2,1,0,1,1
lfG4xPxh,Fluminense,Cruzeiro,1,0,1,0,2006-11-12,35,2.15,3.2,2.97,2006,serie-a,2,2,2,2,0,0,0,0
pM9Dz374,Ponte Preta,Flamengo RJ,3,0,3,0,2006-11-12,35,2.23,3.2,2.82,2006,serie-a,2,0,2,2,0,1,0,0
vq9HZMMA,Goias,Sao Paulo,0,2,2,2,2006-11-12,35,2.65,3.16,2.41,2006,serie-a,2,2,2,2,1,1,1,1
WI59yqhb,Figueirense,Corinthians,0,0,0,1,2006-11-12,35,2.26,3.16,2.83,2006,serie-a,0,0,2,0,0,0,0,0
zB2QX0iN,Santa Cruz,Sao Caetano,0,3,3,2,2006-11-12,35,2.26,3.19,2.81,2006,serie-a,2,0,2,2,1,0,1,1
pMVrjr7i,Corinthians,Fluminense,1,1,2,1,2006-11-18,36,1.62,3.42,4.87,2006,serie-a,0,2,0,0,0,0,0,0
rHi0RbUj,Flamengo RJ,Figueirense,0,2,2,2,2006-11-18,36,1.84,3.25,3.75,2006,serie-a,2,2,0,2,1,1,0,1
WtldSvFp,Gremio,Santa Cruz,3,1,4,0,2006-11-18,36,1.12,6.77,13.51,2006,serie-a,0,0,0,0,1,1,1,1
E1Nan06G,Parana,Internacional,1,0,1,0,2006-11-19,36,2.36,3.19,2.65,2006,serie-a,2,0,2,2,0,1,0,0
hnZjlMy4,Sao Paulo,Atletico-PR,1,1,2,1,2006-11-19,36,1.2,5.33,10.5,2006,serie-a,0,0,0,0,0,0,0,0
MRQ7pvyT,Cruzeiro,Santos,1,1,2,1,2006-11-19,36,2.21,3.22,2.85,2006,serie-a,2,2,2,2,0,0,0,0
OCUnk2Mc,Juventude,Palmeiras,3,2,5,0,2006-11-19,36,1.81,3.26,3.88,2006,serie-a,1,2,0,2,0,0,1,0
OzDZubqp,Fortaleza,Ponte Preta,1,0,1,0,2006-11-19,36,2.74,3.15,2.31,2006,serie-a,2,2,1,2,0,0,0,0
S4R3oKLM,Botafogo RJ,Goias,2,2,4,1,2006-11-19,36,1.77,3.33,4.03,2006,serie-a,0,2,0,2,0,0,0,0
WxYfmtiA,Sao Caetano,Vasco,0,1,1,2,2006-11-19,36,2.35,3.2,2.66,2006,serie-a,2,2,0,2,1,1,0,1
0YDZbwjM,Vasco,Santos,1,1,2,1,2006-11-26,37,1.96,3.21,3.42,2006,serie-a,2,0,2,2,0,0,0,0
4nUWvIbj,Botafogo RJ,Corinthians,0,0,0,1,2006-11-26,37,2.13,3.2,3.01,2006,serie-a,0,0,2,0,0,0,0,0
AqLM1u63,Sao Paulo,Cruzeiro,2,0,2,0,2006-11-26,37,1.52,3.58,5.63,2006,serie-a,0,0,0,0,1,1,1,1
dtHI2Ljc,Juventude,Fortaleza,2,2,4,1,2006-11-26,37,1.32,4.42,7.7,2006,serie-a,0,0,0,0,0,0,0,0
h8AR0aL9,Sao Caetano,Parana,0,2,2,2,2006-11-26,37,2.83,3.2,2.23,2006,serie-a,2,2,0,2,1,1,0,1
p6k6gHDq,Santa Cruz,Fluminense,1,2,3,2,2006-11-26,37,3.63,3.29,1.88,2006,serie-a,2,2,2,2,1,1,1,1
ri89hyTk,Palmeiras,Internacional,1,4,5,2,2006-11-26,37,2.29,3.2,2.73,2006,serie-a,2,0,2,2,1,0,1,1
rwTzvxEd,Gremio,Flamengo RJ,3,0,3,0,2006-11-26,37,1.46,3.7,6.42,2006,serie-a,0,0,1,0,1,1,0,1
vPCwbc5S,Goias,Ponte Preta,3,0,3,0,2006-11-26,37,1.52,3.66,5.49,2006,serie-a,0,0,0,0,1,1,1,1
Wb9VaJzG,Atletico-PR,Figueirense,1,4,5,2,2006-11-26,37,2.21,3.18,2.94,2006,serie-a,2,0,2,2,1,0,1,1
G46HjFc2,Flamengo RJ,Sao Caetano,4,1,5,0,2006-12-02,38,1.61,3.42,5.12,2006,serie-a,0,0,0,0,1,1,1,1
xE7Dierd,Internacional,Goias,1,4,5,2,2006-12-02,38,1.46,3.7,6.34,2006,serie-a,0,2,0,0,0,1,0,0
